user_id,session_id,last_search_keyword,dominant_category,search_count,product_view_count,detail_view_count,dwell_time_sec,add_wishlist_count,add_to_cart_count,remove_from_cart_count,purchase_count,target_label
U360,S360,self care set,beauty-care,9,12,5,414,3,3,0,1,high_intent
U361,S361,student device,work-tech,8,15,7,424,1,3,0,2,high_intent
U362,S362,throw blanket,home-living,4,6,3,235,2,1,0,0,medium_intent
U363,S363,home cafe,kitchen-dining,5,5,5,232,2,1,0,0,medium_intent
U364,S364,home workout,wellness,2,6,2,125,1,0,0,0,low_intent
U365,S365,travel bag,travel-everyday,6,12,8,413,2,4,1,2,high_intent
U366,S366,gentle skincare,beauty-care,7,7,3,253,2,2,0,0,medium_intent
U367,S367,student device,work-tech,6,7,5,233,1,2,1,0,medium_intent
U368,S368,calm home,home-living,2,6,2,89,0,0,0,0,low_intent
U369,S369,home cafe,kitchen-dining,4,3,2,78,0,0,0,0,low_intent
U370,S370,water bottle,wellness,6,10,8,513,2,4,1,1,high_intent
U371,S371,tote bag,travel-everyday,9,15,6,433,3,4,0,1,high_intent
U372,S372,skin care,beauty-care,5,6,5,207,1,1,1,0,medium_intent
U373,S373,desk lamp,work-tech,5,5,4,307,2,2,1,0,medium_intent
U374,S374,reading nook,home-living,2,5,1,115,1,0,1,0,low_intent
U375,S375,coffee press,kitchen-dining,8,11,6,480,1,2,1,2,high_intent
U376,S376,hydration bottle,wellness,7,10,5,228,0,1,0,0,medium_intent
U377,S377,weekender,travel-everyday,3,5,5,268,0,2,0,0,medium_intent
U378,S378,skin care,beauty-care,3,6,2,67,0,0,1,0,low_intent
U379,S379,portable workstation,work-tech,4,4,2,90,1,0,1,0,low_intent
U380,S380,throw blanket,home-living,6,16,8,550,1,3,1,2,high_intent
U381,S381,morning brew,kitchen-dining,6,10,5,457,2,2,0,2,high_intent
U382,S382,water bottle,wellness,4,11,3,264,1,2,1,0,medium_intent
U383,S383,city trip bag,travel-everyday,6,9,3,274,0,2,1,0,medium_intent
U384,S384,beauty routine,beauty-care,3,2,2,122,1,0,0,0,low_intent
U385,S385,study laptop,work-tech,7,12,8,486,1,2,0,2,high_intent
U386,S386,throw blanket,home-living,4,9,5,233,2,1,0,0,medium_intent
U387,S387,meal prep,kitchen-dining,5,11,5,282,2,2,0,0,medium_intent
U388,S388,daily wellness,wellness,4,3,1,100,1,0,1,0,low_intent
U389,S389,weekender,travel-everyday,3,6,0,80,0,0,1,0,low_intent
U390,S390,portable mirror,beauty-care,6,16,8,348,3,4,0,2,high_intent
U391,S391,laptop,work-tech,7,14,4,456,1,2,1,1,high_intent
U392,S392,sofa decor,home-living,5,5,5,169,2,1,1,0,medium_intent
U393,S393,cutting board,kitchen-dining,7,7,5,221,1,2,0,0,medium_intent
U394,S394,yoga mat,wellness,2,4,2,113,0,0,1,0,low_intent
U395,S395,travel bag,travel-everyday,9,9,6,339,3,4,1,1,high_intent
U396,S396,starter skincare,beauty-care,7,10,5,217,1,1,1,0,medium_intent
U397,S397,laptop,work-tech,3,6,4,205,0,2,1,0,medium_intent
U398,S398,calm home,home-living,4,2,2,110,1,0,0,0,low_intent
U399,S399,kitchen prep,kitchen-dining,4,5,1,67,0,0,0,0,low_intent
U400,S400,fitness gear,wellness,9,13,7,508,2,2,0,2,high_intent
U401,S401,city trip bag,travel-everyday,9,9,7,404,2,2,1,1,high_intent
U402,S402,travel mirror,beauty-care,7,10,5,246,1,2,1,0,medium_intent
U403,S403,desk lamp,work-tech,6,7,5,276,1,1,1,0,medium_intent
U404,S404,calm home,home-living,4,5,2,78,1,0,1,0,low_intent
U405,S405,kitchen prep,kitchen-dining,9,10,5,356,2,2,0,2,high_intent
U406,S406,water bottle,wellness,4,5,3,321,2,1,0,0,medium_intent
U407,S407,travel bag,travel-everyday,5,9,5,148,2,2,0,0,medium_intent
U408,S408,beauty routine,beauty-care,3,5,1,49,1,0,1,0,low_intent
U409,S409,student device,work-tech,4,7,2,101,1,0,0,0,low_intent
U410,S410,calm home,home-living,9,12,8,399,3,4,0,2,high_intent
U411,S411,home cafe,kitchen-dining,7,9,7,531,3,3,1,1,high_intent
U412,S412,water bottle,wellness,7,8,3,159,0,1,1,0,medium_intent
U413,S413,commuter bag,travel-everyday,7,6,5,279,2,1,0,0,medium_intent
U414,S414,portable mirror,beauty-care,3,7,2,89,1,0,0,0,low_intent
U415,S415,portable workstation,work-tech,9,14,7,313,1,2,1,2,high_intent
U416,S416,throw blanket,home-living,5,5,4,238,1,2,1,0,medium_intent
U417,S417,bamboo board,kitchen-dining,7,10,3,203,0,2,0,0,medium_intent
U418,S418,hydration bottle,wellness,4,5,2,139,0,0,0,0,low_intent
U419,S419,daily carry,travel-everyday,3,4,1,130,0,0,1,0,low_intent
U420,S420,skin care,beauty-care,7,11,8,368,3,2,0,1,high_intent
U421,S421,coding laptop,work-tech,6,9,6,370,3,4,0,2,high_intent
U422,S422,throw blanket,home-living,7,8,5,177,0,1,0,0,medium_intent
U423,S423,kitchen prep,kitchen-dining,7,11,3,237,0,1,0,0,medium_intent
U424,S424,water bottle,wellness,3,3,1,130,0,0,0,0,low_intent
U425,S425,travel bag,travel-everyday,9,9,7,501,2,3,0,2,high_intent
U426,S426,starter skincare,beauty-care,4,10,5,168,2,1,0,0,medium_intent
U427,S427,office setup,work-tech,5,9,3,152,0,1,0,0,medium_intent
U428,S428,calm home,home-living,4,5,2,86,0,0,0,0,low_intent
U429,S429,cutting board,kitchen-dining,2,4,2,101,1,0,1,0,low_intent
U430,S430,yoga mat,wellness,7,16,8,459,1,2,1,2,high_intent
U431,S431,commuter bag,travel-everyday,7,12,8,333,1,4,1,2,high_intent
U432,S432,travel mirror,beauty-care,7,8,3,219,2,1,0,0,medium_intent
U433,S433,desk lamp,work-tech,7,11,5,291,1,1,1,0,medium_intent
U434,S434,throw blanket,home-living,3,6,2,81,1,0,1,0,low_intent
U435,S435,home cafe,kitchen-dining,9,13,8,516,3,2,0,2,high_intent
U436,S436,fitness gear,wellness,5,7,5,311,0,1,0,0,medium_intent
U437,S437,weekender,travel-everyday,7,8,2,228,0,2,0,0,medium_intent
U438,S438,beauty routine,beauty-care,4,4,2,120,0,0,0,0,low_intent
U439,S439,student device,work-tech,3,2,2,55,1,0,0,0,low_intent
U440,S440,throw blanket,home-living,9,13,6,420,1,3,1,1,high_intent
U441,S441,kitchen prep,kitchen-dining,9,12,7,426,3,3,1,2,high_intent
U442,S442,stretching routine,wellness,7,6,4,185,0,2,0,0,medium_intent
U443,S443,daily carry,travel-everyday,5,5,4,222,2,1,1,0,medium_intent
U444,S444,starter skincare,beauty-care,2,2,2,100,1,0,1,0,low_intent
U445,S445,laptop,work-tech,8,12,8,465,1,4,0,1,high_intent
U446,S446,cozy room,home-living,6,11,5,299,0,1,0,0,medium_intent
U447,S447,bamboo board,kitchen-dining,7,7,4,314,2,1,0,0,medium_intent
U448,S448,home workout,wellness,3,7,2,95,0,0,1,0,low_intent
U449,S449,tote bag,travel-everyday,3,3,2,40,0,0,0,0,low_intent
U450,S450,gentle skincare,beauty-care,6,14,5,454,1,3,0,1,high_intent
U451,S451,coding laptop,work-tech,8,12,7,542,3,3,1,2,high_intent
U452,S452,cozy room,home-living,5,8,5,200,2,2,1,0,medium_intent
U453,S453,meal prep,kitchen-dining,5,10,3,294,1,2,0,0,medium_intent
U454,S454,hydration bottle,wellness,4,6,2,87,1,0,1,0,low_intent
U455,S455,overnight bag,travel-everyday,7,11,8,347,1,2,0,1,high_intent
U456,S456,beauty routine,beauty-care,4,5,3,166,2,2,0,0,medium_intent
U457,S457,coding laptop,work-tech,7,5,3,151,2,1,1,0,medium_intent
U458,S458,throw blanket,home-living,4,7,1,108,1,0,0,0,low_intent
U459,S459,home cafe,kitchen-dining,4,2,2,51,1,0,1,0,low_intent
U460,S460,home workout,wellness,9,12,8,488,3,4,1,1,high_intent
U461,S461,travel bag,travel-everyday,6,10,8,413,3,2,0,2,high_intent
U462,S462,portable mirror,beauty-care,4,6,4,149,0,2,0,0,medium_intent
U463,S463,desk lamp,work-tech,5,8,5,270,2,1,1,0,medium_intent
U464,S464,calm home,home-living,3,3,1,58,1,0,0,0,low_intent
U465,S465,bamboo board,kitchen-dining,7,12,8,361,1,4,1,1,high_intent
U466,S466,stretching routine,wellness,4,7,3,219,1,1,0,0,medium_intent
U467,S467,tote bag,travel-everyday,7,11,5,183,1,2,0,0,medium_intent
U468,S468,travel mirror,beauty-care,3,6,1,121,1,0,1,0,low_intent
U469,S469,portable workstation,work-tech,2,7,1,155,1,0,0,0,low_intent
U470,S470,diffuser,home-living,9,10,4,427,2,3,1,1,high_intent
U471,S471,coffee press,kitchen-dining,9,12,8,486,1,4,1,2,high_intent
U472,S472,fitness gear,wellness,7,11,5,163,2,2,1,0,medium_intent
U473,S473,city trip bag,travel-everyday,7,7,5,268,0,1,0,0,medium_intent
U474,S474,gentle skincare,beauty-care,3,7,2,112,0,0,0,0,low_intent
U475,S475,coding laptop,work-tech,8,15,5,300,1,4,0,2,high_intent
U476,S476,calm home,home-living,4,7,4,174,0,1,1,0,medium_intent
U477,S477,coffee press,kitchen-dining,6,8,4,301,1,2,1,0,medium_intent
U478,S478,fitness gear,wellness,3,5,2,92,0,0,0,0,low_intent
U479,S479,commuter bag,travel-everyday,3,2,2,112,0,0,0,0,low_intent
U480,S480,skin care,beauty-care,9,15,8,439,1,3,0,1,high_intent
U481,S481,coding laptop,work-tech,6,10,6,507,3,3,1,2,high_intent
U482,S482,bedside diffuser,home-living,4,10,5,313,0,2,0,0,medium_intent
U483,S483,bamboo board,kitchen-dining,7,8,5,299,0,2,1,0,medium_intent
U484,S484,home workout,wellness,3,5,1,69,0,0,1,0,low_intent
U485,S485,tote bag,travel-everyday,8,12,6,466,2,4,0,2,high_intent
U486,S486,starter skincare,beauty-care,7,11,5,228,1,2,1,0,medium_intent
U487,S487,student device,work-tech,7,8,5,324,2,1,1,0,medium_intent
U488,S488,calm home,home-living,4,6,2,148,0,0,1,0,low_intent
U489,S489,bamboo board,kitchen-dining,4,3,2,103,0,0,1,0,low_intent
U490,S490,stretching routine,wellness,6,10,7,495,3,2,1,1,high_intent
U491,S491,overnight bag,travel-everyday,8,12,8,309,1,2,1,2,high_intent
U492,S492,beauty routine,beauty-care,6,5,5,164,1,2,0,0,medium_intent
U493,S493,student device,work-tech,7,10,3,255,0,2,1,0,medium_intent
U494,S494,bedside diffuser,home-living,2,4,1,80,0,0,1,0,low_intent
U495,S495,kitchen prep,kitchen-dining,9,15,7,500,3,3,0,1,high_intent
U496,S496,water bottle,wellness,7,11,3,281,2,1,0,0,medium_intent
U497,S497,city trip bag,travel-everyday,7,5,5,190,0,1,1,0,medium_intent
U498,S498,self care set,beauty-care,3,6,1,61,1,0,0,0,low_intent
U499,S499,coding laptop,work-tech,4,6,2,73,0,0,0,0,low_intent
U500,S500,diffuser,home-living,9,12,6,432,1,4,0,2,high_intent
